paper_idx,para_idx,abstract
39,2,"This paper presents general considerations for choosing a cryogenic cooling system for superconducting machines across various applications, with emphasis on design, operation, and condition-monitoring constraints. The discussion is intended to familiarize electric machine engineers and designers with the cryogenic aspects of selecting and employing cooling systems for superconducting machines. Two central questions guide the treatment: what important factors should be taken into account when selecting a cooling system for a superconducting machine application, and which of these factors can subsequently influence cooling-system performance such that it must cope with the expected heat load without facing a thermal breakdown? To address these questions, common cooling-system architectures, different cryogenic fluids, the parameters associated with heat-load magnitudes, and appropriate safety margins are examined to assist machine engineers in choosing the cryogenic cooling approach that best aligns with their superconducting machine and its specific requirements. Considerations for auxiliary components, such as heat exchangers and pumps, are presented as the next-priority aspects in cooling-system selection. Special challenges and requirements imposed on cooling systems for superconducting machines in aerospace applications—such as electric- and hydrogen-powered aircraft—naval applications, and wind energy application are also discussed. While these applications share general concerns (weight, cost, and specific mass of cooling systems), each application imposes its own higher-priority constraints and specific concerns."
39,3,"This paper presents general guidelines for choosing a cryogenic cooling system for superconducting machines across various applications, framed around design, operation, and condition-monitoring constraints. The material is intended to familiarize electric machine engineers and designers with the cryogenic aspects involved in selecting and operating cooling systems for superconducting machines. Central questions addressed are: which factors are most important when selecting a cooling system for a superconducting machine application, and which of those factors can later influence cooling-system performance so that it can reliably handle the expected heat load without experiencing thermal breakdown? To answer these questions, the study discusses common cooling-system architectures, different cryogenic fluids, and the parameters related to expected heat loads and required safety margins, with the aim of guiding engineers to the most suitable cryogenic solution for their specific machine and requirements. Considerations for auxiliary components, such as heat exchangers and pumps, are treated as the next selection priority. The paper also examines special challenges and constraints imposed on cooling systems in aerospace contexts (including electric- and hydrogen-powered aircraft), naval applications, and wind-energy systems. While these applications share concerns such as weight, cost, and specific mass of cooling systems, each application imposes its own distinct priorities and constraints."
39,4,"This paper outlines general considerations for choosing a cryogenic cooling system for superconducting machines across different applications, with emphasis on design, operation, and condition-monitoring constraints. The material is presented to familiarize electric machine engineers and designers with the cryogenic aspects of selecting and operating cooling systems for superconducting machines. Central questions addressed are: which factors are essential when selecting a cooling system for a superconducting-machine application, and which of those factors can later influence cooling-system performance so that it can reliably handle the expected heat load without experiencing thermal breakdown? To answer these questions, common cooling-system architectures, various cryogenic fluids, parameters associated with the magnitude of heat loads, and appropriate safety margins are discussed to assist engineers in selecting the cooling solution best matched to their superconducting machine and its specific requirements. Considerations for auxiliary components such as heat exchangers and pumps are treated as the next priority in cooling-system selection. Special challenges and requirements for cooling systems in aerospace applications—such as electric- and hydrogen-powered aircraft—along with naval applications and wind-energy systems, are also examined. While these applications share common concerns like weight, cost, and specific mass of the cooling system, each application also imposes its own higher-priority constraints."
40,0,"Density wave (DW) order is thought to be linked to superconductivity in the recently discovered high-temperature superconductor La3Ni2O7. Nevertheless, studies probing how this order evolves under high pressure remain scarce. Here we investigate quasiparticle dynamics in bilayer nickelate La3Ni2O7 single crystals using ultrafast optical pump-probe spectroscopy at pressures up to 34.2 GPa. Under ambient conditions, the temperature-dependent relaxation traces exhibit a phonon-bottleneck signature arising from the opening of an energy gap near 151 K. Analysis with the Rothwarf–Taylor model assigns an energy scale of 66 meV to this DW-like gap. Combined with recent experimental results, we propose that the DW-like transition at ambient pressure and low temperature corresponds to a spin density wave (SDW). With increasing pressure the SDW is strongly suppressed up to 13.3 GPa and disappears entirely by roughly 26 GPa. Notably, above 29.4 GPa we observe the emergence of a different DW-like order with a transition temperature of about 135 K, likely related to the predicted charge density wave (CDW). These results provide experimental evidence for the pressure-driven evolution of the DW-like gap and offer critical insights into the connection between DW order and superconductivity in La3Ni2O7."
40,1,"Density wave (DW) order is thought to be linked to superconductivity in the recently discovered high-temperature superconductor La3Ni2O7, yet experimental studies probing its pressure dependence remain scarce. Here we examine quasiparticle dynamics in bilayer nickelate La3Ni2O7 single crystals using ultrafast optical pump–probe spectroscopy under pressures up to 34.2 GPa. At ambient pressure, the temperature-dependent relaxation dynamics exhibit a phonon bottleneck associated with the opening of an energy gap near 151 K. Fitting with the Rothwarf–Taylor model yields an energy scale for this DW-like gap of 66 meV. Taken together with recent experimental results, we identify the DW-like transition at ambient pressure and low temperature as a spin density wave (SDW). With increasing pressure the SDW order is strongly suppressed up to 13.3 GPa and disappears by approximately 26 GPa. Remarkably, above 29.4 GPa a distinct DW-like order emerges with a transition temperature of about 135 K, likely connected to the predicted charge density wave (CDW) order. These measurements furnish experimental evidence for the pressure evolution of the DW-like gap and provide important insight into the relationship between DW order and superconductivity in La3Ni2O7."
40,2,"Density wave (DW) order is thought to be linked to superconductivity in the recently discovered high-temperature superconductor La3Ni2O7, yet studies of how this order evolves under high pressure remain scarce. We investigate quasiparticle dynamics in bilayer nickelate La3Ni2O7 single crystals by ultrafast optical pump-probe spectroscopy under pressures up to 34.2 GPa. At ambient pressure, the temperature-dependent relaxation exhibits a phonon bottleneck associated with the opening of an energy gap near 151 K. Analysis with the Rothwarf–Taylor model yields an energy scale for this DW-like gap of 66 meV. Building on recent experimental results, we argue that the DW-like transition observed at ambient pressure and low temperature corresponds to a spin density wave (SDW). With increasing pressure the SDW is strongly suppressed up to 13.3 GPa and vanishes completely by roughly 26 GPa. Notably, above 29.4 GPa we detect the appearance of a different DW-like order with a transition temperature of about 135 K, likely connected to the theoretically predicted charge density wave (CDW). These measurements furnish experimental evidence for the pressure-driven evolution of the DW-like gap and offer crucial insight into the relationship between DW order and superconductivity in La3Ni2O7."
40,3,"In the recently discovered high-temperature superconductor La3Ni2O7, density wave (DW) order is thought to be linked to superconductivity. Yet, experimental studies tracking how this order evolves under high pressure remain scarce. We investigate quasiparticle dynamics in bilayer nickelate La3Ni2O7 single crystals using ultrafast optical pump-probe spectroscopy at pressures up to 34.2 GPa. At ambient pressure, the temperature-dependent relaxation traces reveal a phonon bottleneck consistent with the opening of an energy gap near 151 K. Fitting the dynamics with the Rothwarf-Taylor model yields a DW-like gap energy of 66 meV. Taken together with recent experimental results, we propose that this DW-like transition at ambient pressure and low temperature corresponds to a spin density wave (SDW). With increasing pressure, the SDW is strongly suppressed up to 13.3 GPa and disappears entirely around 26 GPa. Remarkably, above 29.4 GPa we detect the emergence of a different DW-like order with a transition temperature of approximately 135 K, likely related to the predicted charge density wave (CDW). These experiments provide direct experimental evidence for the pressure-dependent evolution of the DW-like gap, offering crucial insight into the relationship between DW order and superconductivity in La3Ni2O7."
40,4,"Density wave (DW) order is thought to be linked to superconductivity in the recently discovered high-temperature superconductor La3Ni2O7, yet experimental studies of its pressure dependence remain scarce. Here we investigate quasiparticle dynamics in bilayer nickelate La3Ni2O7 single crystals using ultrafast optical pump-probe spectroscopy under pressures up to 34.2 GPa. At ambient pressure, the temperature-dependent relaxation dynamics reveal a phonon bottleneck associated with the opening of an energy gap near 151 K. Fitting with the Rothwarf–Taylor model yields an energy scale for this DW-like gap of 66 meV. Together with recent experimental results, we attribute this ambient-pressure, low-temperature DW-like transition to a spin density wave (SDW). Upon increasing pressure, the SDW is strongly suppressed up to 13.3 GPa and vanishes completely around 26 GPa. Notably, above 29.4 GPa we detect the onset of a different DW-like order with a transition temperature of approximately 135 K, likely connected to the theoretically predicted charge density wave (CDW). These measurements provide experimental evidence for the pressure evolution of the DW-like gap and offer key insights into the relationship between DW order and superconductivity in La3Ni2O7."
41,0,"It is demonstrated that, under certain conditions, a superconductor with spin fluctuations (paramagnons) can exhibit identical tunneling characteristics and thermodynamic properties to a superconductor without paramagnons that has the same electron-phonon interaction but scaled down and with an increased effective Coulomb interaction. The condition required is that the paramagnon frequency be much higher than any phonon frequency. The effective anisotropy in the electron-phonon interaction is also shown to increase."
41,1,"We show that, under certain conditions, a superconductor containing spin fluctuations (paramagnons) displays the same tunneling characteristics and thermodynamic properties as a superconductor without paramagnons but with the identical electron-phonon interaction reduced in amplitude and with an increased effective Coulomb interaction. The required condition is that the paramagnon frequency be much larger than any phonon frequency. It is also demonstrated that the effective anisotropy of the electron-phonon interaction increases."
41,2,"We show that, under certain conditions, a superconductor with spin fluctuations (paramagnons) can exhibit the same tunneling characteristics and thermodynamic properties as a superconductor without paramagnons, provided the electron-phonon interaction is identical but scaled down and the effective Coulomb interaction is increased. The necessary condition is that the paramagnon frequency be much higher than any phonon frequency. An increase in the effective anisotropy of the electron-phonon interaction is also demonstrated."
41,3,"When the paramagnon frequency is much larger than any phonon frequency, a superconductor with spin fluctuations (paramagnons) is shown to display the same tunneling characteristics and thermodynamic properties as a superconductor lacking paramagnons but possessing the same electron-phonon interaction scaled down and an increased effective Coulomb interaction. The required condition is that the paramagnon frequency exceed all phonon frequencies by a large margin. The analysis also demonstrates an increase in the effective anisotropy of the electron-phonon interaction."
41,4,"We show that when the paramagnon frequency is much higher than any phonon frequency, a superconductor with spin fluctuations (paramagnons) can exhibit the same tunneling characteristics and thermodynamic properties as a superconductor without paramagnons whose electron-phonon interaction is the same but scaled down and which possesses an increased effective Coulomb interaction. Under these conditions the effective anisotropy in the electron-phonon interaction is also shown to increase."
42,0,"Determining whether a quantum critical point (QCP) lies beneath the superconducting dome has been a long-standing question that remains unresolved in many families of unconventional superconductors, notably cuprates, heavy fermions, and, most recently, iron pnictides. The presence of a QCP could provide a pathway to explaining the origin of unconventional superconductors’ anomalous non-Fermi liquid properties, the microscopic coexistence between unconventional superconductivity and magnetic or some other exotic order, and, ultimately, the mechanism of superconductivity itself. The isovalent substituted iron pnictide BaFe2(As1−xPx)2 provides a new platform for the study of quantum criticality, offering a unique opportunity to follow the evolution of electronic properties across a wide region of the phase diagram. Recent experiments in BaFe2(As1−xPx)2 have yielded the first clear and unambiguous evidence of a second-order quantum phase transition lying beneath the superconducting dome."
42,1,"The question of whether a quantum critical point (QCP) exists beneath the superconducting dome is a long-standing problem that remains unresolved in several families of unconventional superconductors, notably the cuprates, heavy fermions, and, most recently, the iron pnictides. The presence of a QCP could provide a route to explaining the origin of these materials’ anomalous non-Fermi liquid properties, the microscopic coexistence of unconventional superconductivity with magnetic or other exotic order, and, ultimately, the mechanism of superconductivity itself. The isovalent substituted iron pnictide BaFe2(As1−xPx)2 offers a new platform for the study of quantum criticality, presenting a unique opportunity to trace the evolution of electronic properties across a wide region of the phase diagram. Recent experiments in BaFe2(As1−xPx)2 have provided the first clear and unambiguous evidence of a second-order quantum phase transition lying beneath the superconducting dome."
42,2,"Determining whether a quantum critical point (QCP) lies beneath the superconducting dome has been a long-standing question that remains unresolved in many classes of unconventional superconductors, notably cuprates, heavy fermions, and, most recently, iron pnictides. The presence of a QCP could provide a route to understanding the origin of unconventional superconductors’ anomalous non-Fermi liquid properties, the microscopic coexistence between unconventional superconductivity and magnetic or some other exotic order, and, ultimately, the mechanism of superconductivity itself. The isovalent substituted iron pnictide BaFe2(As1−xPx)2 offers a new platform for the study of quantum criticality, providing a unique opportunity to examine the evolution of the electronic properties across a wide range of the phase diagram. Recent experiments in BaFe2(As1−xPx)2 have provided the first clear and unambiguous evidence of a second-order quantum phase transition lying beneath the superconducting dome."
42,3,"Whether a quantum critical point (QCP) lies beneath the superconducting dome has been a long-standing issue that remains unresolved in many classes of unconventional superconductors, notably cuprates, heavy fermions, and, most recently, iron pnictides. The existence of a QCP may offer a route to understanding the origin of unconventional superconductors’ anomalous non-Fermi liquid properties, the microscopic coexistence between unconventional superconductivity and magnetic or some other exotic order, and, ultimately, the mechanism of superconductivity itself. The isovalent substituted iron pnictide BaFe2(As1−xPx)2 offers a new platform for the study of quantum criticality, providing a unique opportunity to study the evolution of the electronic properties in a wide range of the phase diagram. Recent experiments in BaFe2(As1−xPx)2 have provided the first clear and unambiguous evidence of a second-order quantum phase transition lying beneath the superconducting dome."
42,4,"Whether a quantum critical point (QCP) lies beneath the superconducting dome has been a long-standing unresolved question in many classes of unconventional superconductors, most notably the cuprates, heavy fermions, and, more recently, the iron pnictides. The existence of a QCP could provide a route to understanding the origin of these materials’ anomalous non-Fermi liquid properties, the microscopic coexistence of unconventional superconductivity with magnetic or other exotic order, and, ultimately, the mechanism of superconductivity itself. The isovalently substituted iron pnictide BaFe2(As1−xPx)2 presents a new platform, offering a unique opportunity to follow the evolution of electronic properties over a wide region of the phase diagram. Recent experiments on BaFe2(As1−xPx)2 have produced the first clear and unambiguous evidence for a second-order quantum phase transition situated beneath the superconducting dome."
43,0,"Ni-doped ZnO (Zn1−xNixO, 0 ≤ x ≤ 0.05) diluted magnetic semiconductor nanoparticles were synthesized via an ultrasonic-assisted sol–gel process. Transmission electron microscopy reveals sphere-like nanoparticles with an average size of about 25 nm. X-ray diffraction analysis identifies the Ni-doped ZnO nanoparticles as having a wurtzite structure, although impurity phases appear once the Ni content reaches x = 0.05. Raman spectra further probe the sample structures, revealing a broad and strong Raman band in the 500–600 cm−1 range in Zn1−xNixO, and showing that the wurtzite structure degrades gradually as x increases. Magnetic measurements performed at room temperature using a superconducting quantum interference device indicate that Zn1−xNixO nanoparticles with x ≤ 0.02 are ferromagnetic, whereas the Zn0.95Ni0.05O sample exhibits paramagnetism, which may be ascribed to ferromagnetic–antiferromagnetic competition."
43,1,"Ni-doped ZnO (Zn1−xNixO, 0 ≤ x ≤ 0.05) diluted magnetic semiconductor nanoparticles were synthesized by an ultrasonic-assisted sol–gel process. Transmission electron microscopy revealed sphere-like particles with an average size of about 25 nm. X-ray diffraction analysis identifies the Ni-doped ZnO nanoparticles as having the wurtzite structure, although impurity phases are detected when the Ni content reaches x = 0.05. Raman spectra further characterize the samples, showing a broad, strong band in the 500–600 cm−1 range for Zn1−xNixO and indicating that the wurtzite structure progressively degrades as x increases. Room-temperature magnetic measurements using a superconducting quantum interference device show ferromagnetism for Zn1−xNixO with x ≤ 0.02, whereas the Zn0.95Ni0.05O sample displays paramagnetism, which may be ascribed to ferromagnetic–antiferromagnetic competition."
43,2,"Ni-doped ZnO (Zn1−xNixO, 0 ≤ x ≤ 0.05) diluted magnetic semiconductor nanoparticles were synthesized via an ultrasonic assisted sol–gel process. Transmission electron microscopy reveals sphere-like particles with an average size of approximately 25 nm. X-ray diffraction analysis indicates that the Ni-doped ZnO nanoparticles adopt the wurtzite structure, although impurity phases appear when the Ni concentration reaches x = 0.05. Raman spectroscopy further probes the sample structures, showing a broad, intense Raman band between 500 and 600 cm−1 in Zn1−xNixO, and a progressive degradation of the wurtzite structure as x increases. Room-temperature magnetic measurements performed with a superconducting quantum interference device show ferromagnetism in Zn1−xNixO nanoparticles for x ≤ 0.02. In contrast, the Zn0.95Ni0.05O sample exhibits paramagnetism, which may be ascribed to a ferromagnetic–antiferromagnetic competition."
43,3,"Ni-doped ZnO (Zn1−xNixO, 0 ≤ x ≤ 0.05) diluted magnetic semiconductor nanoparticles were synthesized via an ultrasonic-assisted sol–gel route. Transmission electron microscopy reveals sphere-like particles with an average size of about 25 nm. X-ray diffraction analysis identifies the Ni-doped ZnO nanoparticles as having the wurtzite structure, although impurity phases appear once the Ni content reaches x = 0.05. Raman spectroscopy further characterizes the samples, showing a broad, intense band in the 500–600 cm−1 range for Zn1−xNixO; with increasing x the wurtzite structure progressively degrades. Room-temperature magnetic measurements performed with a superconducting quantum interference device indicate that Zn1−xNixO nanoparticles with x ≤ 0.02 are ferromagnetic, whereas the Zn0.95Ni0.05O sample is paramagnetic, a behavior that may be attributed to ferromagnetic–antiferromagnetic competition."
43,4,"Ni-doped ZnO (Zn1−xNixO, in which 0 ≤ x ≤ 0.05) diluted magnetic semiconductor nanoparticles were prepared by an ultrasonic assisted sol–gel process. Transmission electron microscopy revealed sphere-like nanoparticles with an average size of about 25 nm. X-ray diffraction analysis identifies the Ni-doped ZnO nanoparticles as having a wurtzite structure, although impurity phases appear when the Ni content x reaches 0.05. Raman spectra further probe the sample structures and show a broad, strong Raman band in the 500–600 cm−1 range in Zn1−xNixO; as x increases, the wurtzite structure degrades gradually. Magnetic measurements performed with a superconducting quantum interference device at room temperature show that Zn1−xNixO (x ≤ 0.02) nanoparticles are ferromagnetic, whereas the Zn0.95Ni0.05O sample exhibits paramagnetism, which may be ascribed to ferromagnetic–antiferromagnetic competition."
44,0,"We use angle-resolved photoemission spectroscopy to report the direct observation of an energy gap in 2H-NbSe2 caused by the charge-density waves (CDW). The gap opens in regions of the momentum space connected by the CDW vectors, which implies a nesting mechanism of CDW formation. In remarkable analogy with the pseudogap in cuprates, the detected energy gap also exists in the normal state (T>T0) where it breaks the Fermi surface into ""arcs""; it is nonmonotonic as a function of temperature with a local minimum at the CDW transition temperature (T0), and it forestalls the superconducting gap by excluding the nested portions of the Fermi surface from participating in superconductivity."
44,1,"By means of angle-resolved photoemission spectroscopy, we report the direct observation of an energy gap in 2H-NbSe2 induced by charge-density waves (CDW). The gap opens in regions of momentum space connected by the CDW vectors, implying a nesting mechanism for CDW formation. In remarkable analogy with the pseudogap in cuprates, the observed energy gap is present in the normal state (T>T0) where it breaks the Fermi surface into ""arcs,"" shows a nonmonotonic temperature dependence with a local minimum at the CDW transition temperature (T0), and forestalls the superconducting gap by excluding the nested portions of the Fermi surface from participating in superconductivity."
44,2,"Using angle-resolved photoemission spectroscopy, we directly observe an energy gap in 2H-NbSe2 induced by the charge-density waves (CDW). The gap opens on regions of momentum space connected by the CDW vectors, implying a nesting mechanism of CDW formation. In striking analogy with the pseudogap in cuprates, this energy gap persists in the normal state (T>T0) where it fragments the Fermi surface into ""arcs,"" is nonmonotonic with temperature with a local minimum at the CDW transition temperature (T0), and forestalls the superconducting gap by excluding the nested portions of the Fermi surface from participating in superconductivity."
44,3,"Using angle-resolved photoemission spectroscopy, we present a direct observation of the energy gap in 2H-NbSe2 caused by the charge-density waves (CDW). The gap opens in regions of momentum space connected by the CDW vectors, which implies a nesting mechanism of CDW formation. In remarkable analogy with the pseudogap in cuprates, the detected energy gap also exists in the normal state (T>T0) where it breaks the Fermi surface into ""arcs,"" is nonmonotonic as a function of temperature with a local minimum at the CDW transition temperature (T0), and forestalls the superconducting gap by excluding the nested portions of the Fermi surface from participating in superconductivity."
44,4,"By angle-resolved photoemission spectroscopy we directly observe the energy gap in 2H-NbSe2 caused by the charge-density waves (CDW). The gap opens on regions of momentum space connected by the CDW vectors, implying a nesting mechanism for CDW formation. Strikingly similar to the pseudogap in cuprates, this energy gap persists into the normal state (T>T0), where it breaks the Fermi surface into ""arcs""; it shows a nonmonotonic temperature dependence with a local minimum at the CDW transition temperature (T0); and it forestalls the superconducting gap by excluding the nested portions of the Fermi surface from participating in superconductivity."
45,0,"We present an order-αs calculation of pp(-)→W-W++X. Results are provided for the total cross section and for differential distributions at Fermilab Tevatron, CERN LHC, and Superconducting SuperCollider energies. The calculation uses a combination of analytic and Monte Carlo integration methods, which makes it straightforward to compute a variety of observables and to impose experimental cuts."
45,1,"We present an order-αs calculation of pp(-)→W-W++X. Results are provided for the total cross section and for differential distributions at Fermilab Tevatron, CERN LHC, and Superconducting SuperCollider energies. The calculation employs a combination of analytic and Monte Carlo integration methods, which facilitates the calculation of a variety of observables and the imposition of experimental cuts."
45,2,"We present an order-αs calculation of pp(-)→W-W++X. Results are provided for the total cross section and for differential distributions at Fermilab Tevatron, CERN LHC, and Superconducting SuperCollider energies. The computation employs a combination of analytic and Monte Carlo integration methods, which facilitates evaluating a variety of observables and imposing experimental cuts."
45,3,"An order-αs calculation of pp(−)→W−W+ + X is presented. Results are provided for the total cross section and for differential distributions at Fermilab Tevatron, CERN LHC, and Superconducting SuperCollider energies. The calculation employs a combination of analytic and Monte Carlo integration methods, facilitating the computation of a variety of observables and the imposition of experimental cuts."
45,4,"Presented is a calculation at order-αs of pp(-)→W-W++X. Results are reported for the total cross section and for differential distributions at Fermilab Tevatron, CERN LHC, and Superconducting SuperCollider energies. The computation employs a combination of analytic and Monte Carlo integration methods, which makes it straightforward to evaluate a variety of observables and to apply experimental cuts."
46,0,"This review describes the principal normal- and superconducting-state properties of magnesium diboride, a material known since the early 1950s but only recently found to be superconductive with a remarkably high critical temperature Tc = 40 K for a binary compound. What distinguishes MgB2? Its elevated Tc, simple crystal structure, large coherence lengths, high critical current densities and critical fields, together with grain boundaries that are transparent to current, suggest MgB2 is a promising candidate for both large-scale applications and electronic devices. Over the past seven months MgB2 has been produced in multiple forms — bulk, single crystals, thin films, tapes and wires. The highest critical current densities (greater than 10 MA cm−2) and critical fields (40 T) have been obtained in thin films. The anisotropy ratio γ inferred from upper critical field measurements remains unresolved, since reported values span a wide range, γ = 1.2–9. Likewise, there is no consensus on whether a single anisotropic energy gap or a double gap exists. A central question is whether MgB2 constitutes a new class of superconductors, potentially the tip of an iceberg of similar materials waiting to be discovered. To date MgB2 retains the record for the highest Tc among simple binary compounds. Nevertheless, the discovery of superconductivity in MgB2 has revived interest in non-oxides and spurred searches for superconductivity in related materials; several compounds have since been reported superconductive: TaB2, BeB2.75, C–S composites, and elemental B under pressure."
46,1,"This review summarizes the principal normal- and superconducting-state characteristics of magnesium diboride (MgB2), a material known since the early 1950s but only recently identified as superconducting with a remarkably high critical temperature Tc = 40 K for a binary compound. MgB2’s combination of a high Tc, a simple crystal structure, large coherence lengths, high critical current densities and critical fields, and grain boundaries that are transparent to current suggests it could be an excellent candidate for both large-scale applications and electronic devices. Over the past seven months MgB2 has been produced in many forms — bulk, single crystals, thin films, tapes and wires — and the highest critical current densities (>10 MA cm−2) and largest critical fields (40 T) have been realized in thin films. The anisotropy ratio deduced from upper critical field measurements remains unresolved, with reported values spanning γ = 1.2–9, and there is no consensus yet on whether a single anisotropic gap or two distinct energy gaps exist. A central question is whether MgB2 defines a new class of superconductors, potentially the tip of an iceberg awaiting discovery. To date MgB2 still holds the record for the highest Tc among simple binary compounds, and its discovery has renewed interest in non-oxide materials and sparked searches for superconductivity in related systems; several compounds have since been reported superconducting, including TaB2, BeB2.75, C–S composites, and elemental boron under pressure."
46,2,"This review summarizes the principal normal-state and superconducting properties of magnesium diboride (MgB2), a compound known since the early 1950s but only recently found to be superconducting with an unusually high critical temperature Tc = 40 K for a binary material. What sets MgB2 apart are its high Tc, simple crystal structure, large coherence lengths, high critical current densities and critical fields, and the transparency of grain boundaries to current, all of which suggest strong potential for both large-scale applications and electronic devices. Over the past seven months MgB2 has been fabricated in multiple forms — bulk, single crystals, thin films, tapes and wires. Thin films show the largest critical current densities (>10 MA cm−2) and the highest critical fields (~40 T). Upper critical field measurements have produced a wide spread of reported anisotropy ratios, γ = 1.2–9, so the anisotropy remains unresolved. Likewise, no consensus has been reached on whether MgB2 has a single anisotropic energy gap or two distinct gaps. A central question is whether MgB2 constitutes a new class of superconductors, perhaps merely the tip of an iceberg awaiting discovery. To date MgB2 holds the record for the highest Tc among simple binary compounds. Moreover, the discovery of superconductivity in MgB2 has revived interest in non-oxides and prompted searches for superconductivity in related materials; several compounds have since been reported superconductive, including TaB2, BeB2.75, C–S composites, and elemental boron under pressure."
46,3,"This review surveys the principal normal-state and superconducting properties of magnesium diboride (MgB2), a material known since the early 1950s but only recently found to be superconducting with a remarkably high critical temperature Tc = 40 K for a binary compound. The features that make MgB2 notable include its high Tc, simple crystal structure, large coherence lengths, high critical current densities and critical fields, and grain boundaries that are transparent to current, all of which suggest strong potential for both large-scale applications and electronic devices. Over the past seven months MgB2 has been produced in a variety of forms — bulk, single crystals, thin films, tapes and wires. The highest critical current densities (greater than 10 MA cm−2) and the largest critical fields (40 T) have been reported for thin films. The anisotropy ratio inferred from upper critical field measurements remains unresolved, with reported values spanning γ = 1.2–9. Likewise, no consensus has emerged on whether a single anisotropic gap or two distinct energy gaps exist. A central question is whether MgB2 defines a new class of superconductors — potentially just the tip of an iceberg awaiting discovery. To date MgB2 holds the record for the highest Tc among simple binary compounds. Its discovery has renewed interest in non-oxide materials and spurred searches for superconductivity in related systems; several compounds have since been reported superconducting, including TaB2, BeB2.75, C–S composites, and elemental B under pressure."
46,4,"This review describes the principal normal- and superconducting-state properties of magnesium diboride (MgB2), a compound known since the early 1950s but only recently found to be superconducting with a remarkably high critical temperature Tc = 40 K for a binary compound. What distinguishes MgB2? Its high Tc, simple crystal structure, large coherence lengths, high critical current densities and critical fields, and grain boundaries that are transparent to current all indicate strong potential for both large-scale applications and electronic devices. Over the past seven months MgB2 has been produced in many forms — bulk, single crystals, thin films, tapes, and wires. The highest critical current densities (greater than 10 MA cm−2) and largest critical fields (≈40 T) have been obtained in thin films. The anisotropy ratio inferred from upper critical field measurements remains unresolved, with reported values ranging widely, γ = 1.2–9. There is also no consensus yet on whether MgB2 has a single anisotropic gap or two distinct energy gaps. A central issue is whether MgB2 represents a new class of superconductors, potentially the tip of an iceberg awaiting discovery. To date MgB2 holds the record for the highest Tc among simple binary compounds. Moreover, the discovery of superconductivity in MgB2 has rekindled interest in non-oxides and prompted searches for superconductivity in related materials; several compounds have since been reported to be superconducting, including TaB2, BeB2.75, C–S composites, and elemental B under pressure."
47,0,"When the continuous symmetry of a physical system is spontaneously broken, two collective excitations generally arise: the amplitude and phase modes of the order-parameter fluctuations. In superconductors, the amplitude excitation is most recently termed the Higgs mode, as it represents a condensed-matter analog of the Higgs boson in particle physics. The Higgs mode is a scalar oscillation of the order parameter, distinct from charge or spin fluctuations, and therefore does not couple linearly to electromagnetic fields. This absence of linear electromagnetic coupling is why the Higgs mode in superconductors escaped experimental observation for over a half century after its initial theoretical prediction, except in systems where a charge-density-wave coexists. With the development of nonlinear and time-resolved terahertz spectroscopy techniques, however, it has become possible to probe the Higgs mode through nonlinear light–Higgs coupling. In this review, we overview recent progress in the study of the Higgs mode in superconductors."
47,1,"When the continuous symmetry of a physical system is spontaneously broken, two types of collective modes typically emerge: the amplitude and the phase modes of the order-parameter fluctuation. In superconductors the amplitude mode has more recently been termed the Higgs mode, since it is a condensed-matter analog of the Higgs boson in particle physics. The Higgs mode is a scalar excitation of the order-parameter, distinct from charge or spin fluctuations, and thus does not couple to electromagnetic fields linearly. This lack of linear coupling explains why the Higgs mode in superconductors escaped experimental observation for over a half century after the initial theoretical prediction, except for a charge-density-wave coexisting system. With advances in nonlinear and time-resolved terahertz spectroscopy techniques, however, it has become possible to study the Higgs mode via the nonlinear light–Higgs coupling. In this review, we overview recent progress in the study of the Higgs mode in superconductors."
47,2,"When a continuous symmetry of a physical system is spontaneously broken, two types of collective excitations typically appear: the amplitude and the phase modes of order-parameter fluctuations. In superconductors, the amplitude mode has most recently been called the Higgs mode, as it is the condensed-matter analog of the Higgs boson in particle physics. The Higgs mode is a scalar excitation of the order parameter, distinct from charge or spin fluctuations, and therefore does not couple linearly to electromagnetic fields. This absence of linear coupling explains why the Higgs mode in superconductors escaped experimental observation for more than half a century after its initial theoretical prediction, except in systems where a charge-density-wave coexists. With advances in nonlinear and time-resolved terahertz spectroscopy techniques, however, it has become possible to probe the Higgs mode through nonlinear light–Higgs coupling. In this review, we overview recent progress in the study of the Higgs mode in superconductors."
47,3,"When a continuous symmetry of a physical system is broken spontaneously, two collective excitations generally appear: the amplitude and phase modes associated with fluctuations of the order parameter. In superconductors, the amplitude mode has more recently been termed the Higgs mode, as it constitutes a condensed-matter analog of the Higgs boson known from particle physics. The Higgs mode is a scalar excitation of the order parameter, separate from charge or spin fluctuations, and therefore it does not couple linearly to electromagnetic fields. For this reason, the Higgs mode in superconductors remained experimentally inaccessible for over half a century after its original theoretical prediction, with the lone exception of systems in which a charge-density-wave coexists. Advances in nonlinear and time-resolved terahertz spectroscopy, however, have enabled exploration of the Higgs mode via nonlinear light–Higgs coupling. In this review, we survey recent developments in the study of the Higgs mode in superconductors."
